#airline_name	IATA_country_source	airport_source	IATA_destination_country	destination_country
WN	United States	MSY	United States	LAX
WN	United States	MSY	United States	MCI
WN	United States	MSY	United States	MCO
WN	United States	MSY	United States	MDW
WN	United States	MSY	United States	MKE
WN	United States	MSY	United States	PHX
WN	United States	MSY	United States	SAN
WN	United States	MSY	United States	STL
WN	United States	MSY	United States	TPA
WN	Bahamas	NAS	United States	ATL
WN	United States	OAK	United States	ABQ
WN	United States	OAK	United States	AUS
WN	United States	OAK	United States	BOI
WN	United States	OAK	United States	BUR
WN	United States	OAK	United States	DEN
WN	United States	OAK	United States	GEG
WN	United States	OAK	United States	HOU
WN	United States	OAK	United States	LAS
WN	United States	OAK	United States	LAX
WN	United States	OAK	United States	MCI
WN	United States	OAK	United States	MDW
WN	United States	OAK	United States	ONT
WN	United States	OAK	United States	PDX
WN	United States	OAK	United States	PHX
WN	United States	OAK	United States	SAN
WN	United States	OAK	United States	SEA
WN	United States	OAK	United States	SLC
WN	United States	OAK	United States	SNA
WN	United States	OKC	United States	ATL
WN	United States	OKC	United States	BWI
WN	United States	OKC	United States	DAL
WN	United States	OKC	United States	DEN
WN	United States	OKC	United States	HOU
WN	United States	OKC	United States	LAS
WN	United States	OKC	United States	MDW
WN	United States	OKC	United States	PHX
WN	United States	OKC	United States	STL
WN	United States	OMA	United States	DEN
WN	United States	OMA	United States	LAS
WN	United States	OMA	United States	MDW
WN	United States	OMA	United States	PHX
WN	United States	OMA	United States	STL
WN	United States	ONT	United States	DEN
WN	United States	ONT	United States	LAS
WN	United States	ONT	United States	MDW
WN	United States	ONT	United States	OAK
WN	United States	ONT	United States	PHX
WN	United States	ONT	United States	SJC
WN	United States	ONT	United States	SMF
WN	United States	ORF	United States	ATL
WN	United States	ORF	United States	BWI
WN	United States	ORF	United States	MCO
WN	United States	ORF	United States	MDW
WN	United States	PBI	United States	ATL
WN	United States	PBI	United States	BWI
WN	United States	PBI	United States	ISP
WN	United States	PDX	United States	ABQ
WN	United States	PDX	United States	DEN
WN	United States	PDX	United States	LAS
WN	United States	PDX	United States	MCI
WN	United States	PDX	United States	MDW
WN	United States	PDX	United States	OAK
WN	United States	PDX	United States	PHX
WN	United States	PDX	United States	RNO
WN	United States	PDX	United States	SJC
WN	United States	PDX	United States	SLC
WN	United States	PDX	United States	SMF
WN	United States	PHL	United States	ATL
WN	United States	PHL	United States	BNA
WN	United States	PHL	United States	DEN
WN	United States	PHL	United States	FLL
WN	United States	PHL	United States	LAS
WN	United States	PHL	United States	MCO
WN	United States	PHL	United States	MDW
WN	United States	PHL	United States	PHX
WN	United States	PHL	United States	RSW
WN	United States	PHL	United States	STL
WN	United States	PHL	United States	TPA
WN	United States	PHX	United States	ABQ
WN	United States	PHX	United States	ATL
WN	United States	PHX	United States	AUS
WN	United States	PHX	United States	BNA
WN	United States	PHX	United States	BOI
WN	United States	PHX	United States	BUF
WN	United States	PHX	United States	BUR
WN	United States	PHX	United States	BWI
WN	United States	PHX	United States	CMH
WN	United States	PHX	United States	DEN
WN	United States	PHX	United States	DTW
WN	United States	PHX	United States	ELP
WN	United States	PHX	United States	EWR
WN	United States	PHX	United States	FLL
WN	United States	PHX	United States	GEG
WN	United States	PHX	United States	HOU
WN	United States	PHX	United States	IND
WN	United States	PHX	United States	LAS
WN	United States	PHX	United States	LAX
WN	United States	PHX	United States	LIT
WN	United States	PHX	United States	MCI
WN	United States	PHX	United States	MCO
WN	United States	PHX	United States	MDW
WN	United States	PHX	United States	MKE
WN	United States	PHX	United States	MSP
WN	United States	PHX	United States	MSY
WN	United States	PHX	United States	OAK
WN	United States	PHX	United States	OKC
WN	United States	PHX	United States	OMA
WN	United States	PHX	United States	ONT
WN	United States	PHX	United States	PDX
WN	United States	PHX	United States	PHL
WN	United States	PHX	United States	PIT
WN	United States	PHX	United States	RDU
WN	United States	PHX	United States	RNO
WN	United States	PHX	United States	SAN
WN	United States	PHX	United States	SAT
WN	United States	PHX	United States	SDF
WN	United States	PHX	United States	SEA
WN	United States	PHX	United States	SFO
WN	United States	PHX	United States	SJC
WN	United States	PHX	United States	SLC
WN	United States	PHX	United States	SMF
WN	United States	PHX	United States	SNA
WN	United States	PHX	United States	STL
WN	United States	PHX	United States	TPA
WN	United States	PHX	United States	TUL
WN	United States	PIT	United States	ATL
WN	United States	PIT	United States	BNA
WN	United States	PIT	United States	BWI
WN	United States	PIT	United States	DEN
WN	United States	PIT	United States	DFW
WN	United States	PIT	United States	FLL
WN	United States	PIT	United States	HOU
WN	United States	PIT	United States	LAS
WN	United States	PIT	United States	MCO
WN	United States	PIT	United States	MDW
WN	United States	PIT	United States	PHX
WN	United States	PIT	United States	RSW
WN	United States	PIT	United States	TPA
WN	United States	PNS	United States	BNA
WN	United States	PNS	United States	HOU
WN	Dominican Republic	PUJ	United States	ATL
WN	United States	PVD	United States	BWI
WN	United States	PVD	United States	FLL
WN	United States	PVD	United States	MCO
WN	United States	PVD	United States	MDW
WN	United States	PVD	United States	RSW
WN	United States	PVD	United States	TPA
WN	United States	RDU	United States	ATL
WN	United States	RDU	United States	BNA
WN	United States	RDU	United States	BWI
WN	United States	RDU	United States	DEN
WN	United States	RDU	United States	FLL
WN	United States	RDU	United States	HOU
WN	United States	RDU	United States	LAS
WN	United States	RDU	United States	MCO
WN	United States	RDU	United States	MDW
WN	United States	RDU	United States	PHX
WN	United States	RDU	United States	STL
WN	United States	RDU	United States	TPA
WN	United States	RIC	United States	ATL
WN	United States	RIC	United States	MCO
WN	United States	RNO	United States	DEN
WN	United States	RNO	United States	LAS
WN	United States	RNO	United States	LAX
WN	United States	RNO	United States	MDW
WN	United States	RNO	United States	PDX
WN	United States	RNO	United States	PHX
WN	United States	RNO	United States	SAN
WN	United States	RNO	United States	SEA
WN	United States	ROC	United States	BWI
WN	United States	ROC	United States	MCO
WN	United States	ROC	United States	MDW
WN	United States	ROC	United States	TPA
WN	United States	RSW	United States	ATL
WN	United States	RSW	United States	BDL
WN	United States	RSW	United States	BWI
WN	United States	RSW	United States	CMH
WN	United States	RSW	United States	DCA
WN	United States	RSW	United States	IND
WN	United States	RSW	United States	MDW
WN	United States	RSW	United States	MKE
WN	United States	RSW	United States	PHL
WN	United States	RSW	United States	PIT
WN	United States	RSW	United States	PVD
WN	United States	RSW	United States	STL
WN	United States	SAN	United States	ABQ
WN	United States	SAN	United States	ATL
WN	United States	SAN	United States	AUS
WN	United States	SAN	United States	BNA
WN	United States	SAN	United States	BWI
WN	United States	SAN	United States	DEN
WN	United States	SAN	United States	HOU
WN	United States	SAN	United States	LAS
WN	United States	SAN	United States	MCI
WN	United States	SAN	United States	MDW
WN	United States	SAN	United States	MSY
WN	United States	SAN	United States	OAK
WN	United States	SAN	United States	PHX
WN	United States	SAN	United States	RNO
WN	United States	SAN	United States	SAT
WN	United States	SAN	United States	SFO
WN	United States	SAN	United States	SJC
WN	United States	SAN	United States	SMF
WN	United States	SAN	United States	STL
WN	United States	SAN	United States	TUS
WN	United States	SAT	United States	ATL
WN	United States	SAT	United States	BNA
WN	United States	SAT	United States	BWI
WN	United States	SAT	United States	DAL
WN	United States	SAT	United States	DEN
WN	United States	SAT	United States	ELP
WN	United States	SAT	United States	HOU
WN	United States	SAT	United States	HRL
WN	United States	SAT	United States	LAS
WN	United States	SAT	United States	LAX
WN	United States	SAT	United States	MCO
WN	United States	SAT	United States	MDW
WN	United States	SAT	United States	PHX
WN	United States	SAT	United States	SAN
WN	United States	SAT	United States	STL
WN	United States	SAT	United States	TPA
WN	United States	SDF	United States	ATL
WN	United States	SDF	United States	BWI
WN	United States	SDF	United States	DEN
WN	United States	SDF	United States	LAS
WN	United States	SDF	United States	MCO
WN	United States	SDF	United States	MDW
WN	United States	SDF	United States	PHX
WN	United States	SDF	United States	TPA
WN	United States	SEA	United States	ABQ
WN	United States	SEA	United States	BWI
WN	United States	SEA	United States	DEN
WN	United States	SEA	United States	LAS
WN	United States	SEA	United States	MDW
WN	United States	SEA	United States	MKE
WN	United States	SEA	United States	OAK
WN	United States	SEA	United States	PHX
WN	United States	SEA	United States	RNO
WN	United States	SEA	United States	SJC
WN	United States	SEA	United States	SLC
WN	United States	SEA	United States	SMF
WN	United States	SFO	United States	ATL
WN	United States	SFO	United States	DEN
WN	United States	SFO	United States	LAS
WN	United States	SFO	United States	LAX
WN	United States	SFO	United States	MDW
WN	United States	SFO	United States	MKE
WN	United States	SFO	United States	PHX
WN	United States	SFO	United States	SAN
WN	United States	SFO	United States	SNA
WN	United States	SJC	United States	AUS
WN	United States	SJC	United States	BUR
WN	United States	SJC	United States	DEN
WN	United States	SJC	United States	LAS
WN	United States	SJC	United States	LAX
WN	United States	SJC	United States	MDW
WN	United States	SJC	United States	ONT
WN	United States	SJC	United States	PDX
WN	United States	SJC	United States	PHX
WN	United States	SJC	United States	SAN
WN	United States	SJC	United States	SEA
WN	United States	SJC	United States	SNA
WN	Puerto Rico	SJU	United States	ATL
WN	Puerto Rico	SJU	United States	BWI
WN	Puerto Rico	SJU	United States	FLL
WN	Puerto Rico	SJU	United States	MCO
WN	Puerto Rico	SJU	United States	TPA
WN	United States	SLC	United States	BWI
WN	United States	SLC	United States	DEN
WN	United States	SLC	United States	LAS
WN	United States	SLC	United States	LAX
WN	United States	SLC	United States	MDW
WN	United States	SLC	United States	OAK
WN	United States	SLC	United States	PDX
WN	United States	SLC	United States	PHX
WN	United States	SLC	United States	SEA
WN	United States	SMF	United States	BUR
WN	United States	SMF	United States	DEN
WN	United States	SMF	United States	LAS
WN	United States	SMF	United States	LAX
WN	United States	SMF	United States	MDW
WN	United States	SMF	United States	ONT
WN	United States	SMF	United States	PDX
WN	United States	SMF	United States	PHX
WN	United States	SMF	United States	SAN
WN	United States	SMF	United States	SEA
WN	United States	SMF	United States	SNA
WN	United States	SNA	United States	DEN
WN	United States	SNA	United States	HOU
WN	United States	SNA	United States	LAS
WN	United States	SNA	United States	OAK
WN	United States	SNA	United States	PHX
WN	United States	SNA	United States	SFO
WN	United States	SNA	United States	SJC
WN	United States	SNA	United States	SMF
WN	United States	STL	United States	ATL
WN	United States	STL	United States	BNA
WN	United States	STL	United States	BOS
WN	United States	STL	United States	BWI
WN	United States	STL	United States	CMH
WN	United States	STL	United States	DAL
WN	United States	STL	United States	DCA
WN	United States	STL	United States	DEN
WN	United States	STL	United States	DTW
WN	United States	STL	United States	ECP
WN	United States	STL	United States	EWR
WN	United States	STL	United States	FLL
WN	United States	STL	United States	GRR
WN	United States	STL	United States	HOU
WN	United States	STL	United States	LAS
WN	United States	STL	United States	LAX
WN	United States	STL	United States	LGA
WN	United States	STL	United States	MCI
WN	United States	STL	United States	MCO
WN	United States	STL	United States	MDW
WN	United States	STL	United States	MKE
WN	United States	STL	United States	MSP
WN	United States	STL	United States	MSY
WN	United States	STL	United States	OKC
WN	United States	STL	United States	OMA
WN	United States	STL	United States	PHL
WN	United States	STL	United States	PHX
WN	United States	STL	United States	RDU
WN	United States	STL	United States	RSW
WN	United States	STL	United States	SAN
WN	United States	STL	United States	SAT
WN	United States	STL	United States	TPA
WN	United States	STL	United States	TUL
WN	United States	TPA	United States	ALB
WN	United States	TPA	United States	ATL
WN	United States	TPA	United States	AUS
WN	United States	TPA	United States	BDL
WN	United States	TPA	United States	BHM
WN	United States	TPA	United States	BNA
WN	United States	TPA	United States	BUF
WN	United States	TPA	United States	BWI
WN	United States	TPA	United States	CAK
WN	United States	TPA	United States	CMH
WN	United States	TPA	United States	DAY
WN	United States	TPA	United States	DEN
WN	United States	TPA	United States	EYW
WN	United States	TPA	United States	FLL
WN	United States	TPA	United States	FNT
WN	United States	TPA	United States	GRR
WN	United States	TPA	United States	HOU
WN	United States	TPA	United States	IND
WN	United States	TPA	United States	ISP
WN	United States	TPA	United States	LAS
WN	United States	TPA	United States	MCI
WN	United States	TPA	United States	MDW
WN	United States	TPA	United States	MEM
WN	United States	TPA	United States	MHT
WN	United States	TPA	United States	MKE
WN	United States	TPA	United States	MSY
WN	United States	TPA	United States	PHL
WN	United States	TPA	United States	PHX
WN	United States	TPA	United States	PIT
WN	United States	TPA	United States	PVD
WN	United States	TPA	United States	RDU
WN	United States	TPA	United States	ROC
WN	United States	TPA	United States	SAT
WN	United States	TPA	United States	SDF
WN	United States	TPA	Puerto Rico	SJU
WN	United States	TPA	United States	STL
WN	United States	TUL	United States	DAL
WN	United States	TUL	United States	DEN
WN	United States	TUL	United States	HOU
WN	United States	TUL	United States	LAS
WN	United States	TUL	United States	MDW
WN	United States	TUL	United States	PHX
WN	United States	TUL	United States	STL
WN	United States	TUS	United States	DEN
WN	United States	TUS	United States	LAS
WN	United States	TUS	United States	LAX
WN	United States	TUS	United States	MDW
WN	United States	TUS	United States	SAN
WP	United States	HNL	United States	LIH
WP	United States	HNL	United States	LNY
WP	United States	HNL	United States	OGG
WP	United States	LIH	United States	HNL
WP	United States	LNY	United States	HNL
WP	United States	OGG	United States	HNL
WS	Antigua and Barbuda	ANU	Canada	YYZ
WS	United States	ATL	United States	JFK
WS	United States	ATL	United States	LGA
WS	United States	ATL	Canada	YYZ
WS	Aruba	AUA	Canada	YYZ
WS	Dominican Republic	AZS	Canada	YYZ
WS	Bermuda	BDA	Canada	YYZ
WS	Barbados	BGI	Canada	YYZ
WS	Cuba	CCC	Canada	YYZ
WS	Mexico	CUN	Canada	YEG
WS	Mexico	CUN	Canada	YHZ
WS	Mexico	CUN	Canada	YUL
WS	Mexico	CUN	Canada	YVR
WS	Mexico	CUN	Canada	YYC
WS	Mexico	CUN	Canada	YYZ
WS	United States	CVG	Canada	YYZ
WS	United States	DFW	Canada	YUL
WS	United States	DFW	Canada	YVR
WS	United States	DFW	Canada	YYC
WS	United States	DFW	Canada	YYZ
WS	United States	DTW	Canada	YYZ
WS	United States	FLL	Canada	YUL
WS	United States	FLL	Canada	YYZ
WS	Cayman Islands	GCM	Canada	YYZ
WS	United States	HNL	Canada	YVR
WS	United States	JFK	Canada	YUL
WS	United States	JFK	Canada	YYC
WS	United States	JFK	Canada	YYZ
WS	Jamaica	KIN	Canada	YYZ
WS	United States	KOA	Canada	YVR
WS	United States	LAS	Canada	YEG
WS	United States	LAS	Canada	YQR
WS	United States	LAS	Canada	YUL
WS	United States	LAS	Canada	YVR
WS	United States	LAS	Canada	YWG
WS	United States	LAS	Canada	YXE
WS	United States	LAS	Canada	YYC
WS	United States	LAS	Canada	YYJ
WS	United States	LAS	Canada	YYZ
WS	United States	LAX	Canada	YEG
WS	United States	LAX	Canada	YVR
WS	United States	LAX	Canada	YYC
WS	United States	LAX	Canada	YYZ
WS	United States	LGA	United States	ATL
WS	United States	LGA	United States	MSY
WS	United States	LGA	Canada	YHZ
WS	United States	LGA	Canada	YUL
WS	United States	LGA	Canada	YYZ
WS	United States	LIH	Canada	YVR
WS	Costa Rica	LIR	Canada	YYZ
WS	Jamaica	MBJ	Canada	YHZ
WS	Jamaica	MBJ	Canada	YYZ
WS	United States	MCO	Canada	YHZ
WS	United States	MCO	Canada	YQM
WS	United States	MCO	Canada	YYC
WS	United States	MCO	Canada	YYT
WS	United States	MCO	Canada	YYZ
WS	United States	MIA	United States	MSY
WS	United States	MIA	Canada	YUL
WS	United States	MIA	Canada	YYZ
WS	United States	MSP	Canada	YUL
WS	United States	MSP	Canada	YYZ
WS	United States	MSY	United States	LGA
WS	United States	MSY	United States	MIA
WS	United States	MYR	Canada	YYZ
WS	Bahamas	NAS	Canada	YYZ
WS	United States	OGG	Canada	YVR
WS	United States	ORD	Canada	YUL
WS	United States	ORD	Canada	YVR
WS	United States	ORD	Canada	YYC
WS	United States	ORD	Canada	YYZ
WS	United States	PHX	Canada	YEG
WS	United States	PHX	Canada	YYC
WS	Turks and Caicos Islands	PLS	Canada	YYZ
WS	Dominican Republic	POP	Canada	YYZ
WS	Trinidad and Tobago	POS	Canada	YYZ
WS	United States	PSP	Canada	YEG
WS	United States	PSP	Canada	YVR
WS	United States	PSP	Canada	YYC
WS	Dominican Republic	PUJ	Canada	YHZ
WS	Dominican Republic	PUJ	Canada	YUL
WS	Dominican Republic	PUJ	Canada	YYZ
WS	Mexico	PVR	Canada	YEG
WS	Mexico	PVR	Canada	YVR
WS	Mexico	PVR	Canada	YYC
WS	United States	RSW	Canada	YYZ
WS	United States	SAN	Canada	YYC
WS	United States	SFO	Canada	YVR
WS	United States	SFO	Canada	YYC
WS	Mexico	SJD	Canada	YVR
WS	Mexico	SJD	Canada	YYC
WS	Puerto Rico	SJU	Canada	YYZ
WS	United States	SNA	Canada	YVR
WS	Cuba	SNU	Canada	YYZ
WS	Netherlands Antilles	SXM	Canada	YYZ
WS	United States	TPA	Canada	YYZ
WS	Saint Lucia	UVF	Canada	YYZ
WS	Cuba	VRA	Canada	YYZ
WS	Canada	YBR	Canada	YYC
WS	Canada	YCD	Canada	YYC
WS	Canada	YDF	Canada	YYZ
WS	Canada	YEG	Mexico	CUN
WS	Canada	YEG	United States	LAS
WS	Canada	YEG	United States	LAX
WS	Canada	YEG	United States	PHX
WS	Canada	YEG	United States	PSP
WS	Canada	YEG	Mexico	PVR
WS	Canada	YEG	Canada	YHM
WS	Canada	YEG	Canada	YLW
WS	Canada	YEG	Canada	YMM
WS	Canada	YEG	Canada	YOW
WS	Canada	YEG	Canada	YQQ
WS	Canada	YEG	Canada	YQR
WS	Canada	YEG	Canada	YQU
WS	Canada	YEG	Canada	YUL
WS	Canada	YEG	Canada	YVR
WS	Canada	YEG	Canada	YWG
WS	Canada	YEG	Canada	YXE
WS	Canada	YEG	Canada	YXX
WS	Canada	YEG	Canada	YYC
WS	Canada	YEG	Canada	YYJ
WS	Canada	YEG	Canada	YYZ
WS	Canada	YEG	Canada	YZF
WS	Canada	YHM	Canada	YEG
WS	Canada	YHM	Canada	YHZ
WS	Canada	YHM	Canada	YQM
WS	Canada	YHM	Canada	YYC
WS	Canada	YHZ	Mexico	CUN
WS	Canada	YHZ	United States	LGA
WS	Canada	YHZ	Jamaica	MBJ
WS	Canada	YHZ	United States	MCO
WS	Canada	YHZ	Dominican Republic	PUJ
WS	Canada	YHZ	Canada	YHM
WS	Canada	YHZ	Canada	YOW
WS	Canada	YHZ	Canada	YYC
WS	Canada	YHZ	Canada	YYT
WS	Canada	YHZ	Canada	YYZ
WS	Canada	YKA	Canada	YYC
WS	Canada	YKF	Canada	YYC
WS	Canada	YLW	Canada	YEG
WS	Canada	YLW	Canada	YVR
WS	Canada	YLW	Canada	YYC
WS	Canada	YLW	Canada	YYJ
WS	Canada	YLW	Canada	YYZ
WS	Canada	YMM	Canada	YEG
WS	Canada	YMM	Canada	YYC
WS	Canada	YMM	Canada	YYZ
WS	Canada	YOW	Canada	YEG
WS	Canada	YOW	Canada	YHZ
WS	Canada	YOW	Canada	YWG
WS	Canada	YOW	Canada	YYC
WS	Canada	YOW	Canada	YYT
WS	Canada	YOW	Canada	YYZ
WS	Canada	YQB	Canada	YYZ
WS	Canada	YQG	Canada	YYC
WS	Canada	YQM	United States	MCO
WS	Canada	YQM	Canada	YHM
WS	Canada	YQM	Canada	YYZ
WS	Canada	YQQ	Canada	YEG
WS	Canada	YQQ	Canada	YYC
WS	Canada	YQR	United States	LAS
WS	Canada	YQR	Canada	YEG
WS	Canada	YQR	Canada	YVR
WS	Canada	YQR	Canada	YWG
WS	Canada	YQR	Canada	YYC
WS	Canada	YQR	Canada	YYZ
WS	Canada	YQT	Canada	YWG
WS	Canada	YQT	Canada	YYZ
WS	Canada	YQU	Canada	YEG
WS	Canada	YQU	Canada	YYC
WS	Canada	YUL	Mexico	CUN
WS	Canada	YUL	United States	DFW
WS	Canada	YUL	United States	FLL
WS	Canada	YUL	United States	JFK
WS	Canada	YUL	United States	LAS
WS	Canada	YUL	United States	LGA
WS	Canada	YUL	United States	MIA
WS	Canada	YUL	United States	MSP
WS	Canada	YUL	United States	ORD
WS	Canada	YUL	Dominican Republic	PUJ
WS	Canada	YUL	Canada	YEG
WS	Canada	YUL	Canada	YVR
WS	Canada	YUL	Canada	YWG
WS	Canada	YUL	Canada	YYC
WS	Canada	YUL	Canada	YYZ
WS	Canada	YVR	Mexico	CUN
WS	Canada	YVR	United States	DFW
WS	Canada	YVR	United States	HNL
WS	Canada	YVR	United States	KOA
WS	Canada	YVR	United States	LAS
WS	Canada	YVR	United States	LAX
WS	Canada	YVR	United States	LIH
WS	Canada	YVR	United States	OGG
WS	Canada	YVR	United States	ORD
WS	Canada	YVR	United States	PSP
WS	Canada	YVR	Mexico	PVR
WS	Canada	YVR	United States	SFO
WS	Canada	YVR	Mexico	SJD
WS	Canada	YVR	United States	SNA
WS	Canada	YVR	Canada	YEG
WS	Canada	YVR	Canada	YLW
WS	Canada	YVR	Canada	YQR
WS	Canada	YVR	Canada	YUL
WS	Canada	YVR	Canada	YWG
WS	Canada	YVR	Canada	YXE
WS	Canada	YVR	Canada	YXJ
WS	Canada	YVR	Canada	YXS
WS	Canada	YVR	Canada	YXT
WS	Canada	YVR	Canada	YYC
WS	Canada	YVR	Canada	YYJ
WS	Canada	YVR	Canada	YYZ
WS	Canada	YWG	United States	LAS
WS	Canada	YWG	Canada	YEG
WS	Canada	YWG	Canada	YOW
WS	Canada	YWG	Canada	YQR
WS	Canada	YWG	Canada	YQT
WS	Canada	YWG	Canada	YUL
WS	Canada	YWG	Canada	YVR
WS	Canada	YWG	Canada	YXE
WS	Canada	YWG	Canada	YXU
WS	Canada	YWG	Canada	YYC
WS	Canada	YWG	Canada	YYZ
WS	Canada	YXE	United States	LAS
WS	Canada	YXE	Canada	YEG
WS	Canada	YXE	Canada	YVR
WS	Canada	YXE	Canada	YWG
WS	Canada	YXE	Canada	YYC
WS	Canada	YXE	Canada	YYZ
WS	Canada	YXJ	Canada	YVR
WS	Canada	YXJ	Canada	YYC
WS	Canada	YXS	Canada	YVR
WS	Canada	YXS	Canada	YYC
WS	Canada	YXT	Canada	YVR
WS	Canada	YXU	Canada	YWG
WS	Canada	YXU	Canada	YYC
WS	Canada	YXX	Canada	YEG
WS	Canada	YXX	Canada	YYC
WS	Canada	YYC	Mexico	CUN
WS	Canada	YYC	United States	DFW
WS	Canada	YYC	United States	JFK
WS	Canada	YYC	United States	LAS
WS	Canada	YYC	United States	LAX
WS	Canada	YYC	United States	MCO
WS	Canada	YYC	United States	ORD
WS	Canada	YYC	United States	PHX
WS	Canada	YYC	United States	PSP
WS	Canada	YYC	Mexico	PVR
WS	Canada	YYC	United States	SAN
WS	Canada	YYC	United States	SFO
WS	Canada	YYC	Mexico	SJD
WS	Canada	YYC	Canada	YBR
WS	Canada	YYC	Canada	YCD
WS	Canada	YYC	Canada	YEG
WS	Canada	YYC	Canada	YHM
WS	Canada	YYC	Canada	YHZ
WS	Canada	YYC	Canada	YKA
WS	Canada	YYC	Canada	YKF
WS	Canada	YYC	Canada	YLW
WS	Canada	YYC	Canada	YMM
WS	Canada	YYC	Canada	YOW
WS	Canada	YYC	Canada	YQG
WS	Canada	YYC	Canada	YQQ
WS	Canada	YYC	Canada	YQR
WS	Canada	YYC	Canada	YQU
WS	Canada	YYC	Canada	YUL
WS	Canada	YYC	Canada	YVR
WS	Canada	YYC	Canada	YWG
WS	Canada	YYC	Canada	YXE
WS	Canada	YYC	Canada	YXJ
WS	Canada	YYC	Canada	YXS
WS	Canada	YYC	Canada	YXU
WS	Canada	YYC	Canada	YXX
WS	Canada	YYC	Canada	YYJ
WS	Canada	YYC	Canada	YYZ
WS	Canada	YYG	Canada	YYZ
WS	Canada	YYJ	United States	LAS
WS	Canada	YYJ	Canada	YEG
WS	Canada	YYJ	Canada	YLW
WS	Canada	YYJ	Canada	YVR
WS	Canada	YYJ	Canada	YYC
WS	Canada	YYJ	Canada	YYZ
WS	Canada	YYT	United States	MCO
WS	Canada	YYT	Canada	YHZ
WS	Canada	YYT	Canada	YOW
WS	Canada	YYT	Canada	YYZ
WS	Canada	YYZ	Antigua and Barbuda	ANU
WS	Canada	YYZ	United States	ATL
WS	Canada	YYZ	Aruba	AUA
WS	Canada	YYZ	Dominican Republic	AZS
WS	Canada	YYZ	Bermuda	BDA
WS	Canada	YYZ	Barbados	BGI
WS	Canada	YYZ	Cuba	CCC
WS	Canada	YYZ	Mexico	CUN
WS	Canada	YYZ	United States	CVG
WS	Canada	YYZ	United States	DFW
WS	Canada	YYZ	United States	DTW
WS	Canada	YYZ	United States	FLL
WS	Canada	YYZ	Cayman Islands	GCM
WS	Canada	YYZ	United States	JFK
WS	Canada	YYZ	Jamaica	KIN
WS	Canada	YYZ	United States	LAS
WS	Canada	YYZ	United States	LAX
WS	Canada	YYZ	United States	LGA
WS	Canada	YYZ	Costa Rica	LIR
WS	Canada	YYZ	Jamaica	MBJ
WS	Canada	YYZ	United States	MCO
WS	Canada	YYZ	United States	MIA
WS	Canada	YYZ	United States	MSP
WS	Canada	YYZ	United States	MYR
WS	Canada	YYZ	Bahamas	NAS
WS	Canada	YYZ	United States	ORD
WS	Canada	YYZ	Turks and Caicos Islands	PLS
WS	Canada	YYZ	Dominican Republic	POP
WS	Canada	YYZ	Trinidad and Tobago	POS
WS	Canada	YYZ	Dominican Republic	PUJ
WS	Canada	YYZ	United States	RSW
WS	Canada	YYZ	Puerto Rico	SJU
WS	Canada	YYZ	Cuba	SNU
WS	Canada	YYZ	Netherlands Antilles	SXM
WS	Canada	YYZ	United States	TPA
WS	Canada	YYZ	Saint Lucia	UVF
WS	Canada	YYZ	Cuba	VRA
WS	Canada	YYZ	Canada	YDF
WS	Canada	YYZ	Canada	YEG
WS	Canada	YYZ	Canada	YHZ
WS	Canada	YYZ	Canada	YLW
WS	Canada	YYZ	Canada	YMM
WS	Canada	YYZ	Canada	YOW
WS	Canada	YYZ	Canada	YQB
WS	Canada	YYZ	Canada	YQM
WS	Canada	YYZ	Canada	YQR
WS	Canada	YYZ	Canada	YQT
WS	Canada	YYZ	Canada	YUL
WS	Canada	YYZ	Canada	YVR
WS	Canada	YYZ	Canada	YWG
WS	Canada	YYZ	Canada	YXE
WS	Canada	YYZ	Canada	YYC
WS	Canada	YYZ	Canada	YYG
WS	Canada	YYZ	Canada	YYJ
WS	Canada	YYZ	Canada	YYT
WS	Canada	YZF	Canada	YEG
WT	Canada	KEW	Canada	YRL
WT	Canada	KIF	Canada	WNN
WT	Canada	KIF	Canada	YXL
WT	Canada	MSA	Canada	XBE
WT	Canada	MSA	Canada	YXL
WT	Canada	MSA	Canada	ZPB
WT	Canada	MSA	Canada	ZRJ
WT	Canada	SUR	Canada	YXL
WT	Canada	WNN	Canada	KIF
WT	Canada	WNN	Canada	SUR
WT	Canada	WNN	Canada	YXL
WT	Canada	XBE	Canada	MSA
WT	Canada	XBE	Canada	YAX
WT	Canada	XBE	Canada	YTL
WT	Canada	XBE	Canada	YXL
WT	Canada	XKS	Canada	YTL
WT	Canada	XKS	Canada	YXL
WT	Canada	YAC	Canada	YXL
WT	Canada	YAC	Canada	ZRJ
WT	Canada	YAX	Canada	XBE
WT	Canada	YAX	Canada	YTL
WT	Canada	YER	Canada	YAX
WT	Canada	YER	Canada	YTL
WT	Canada	YER	Canada	YXL
WT	Canada	YFH	Canada	YLH
WT	Canada	YFH	Canada	YOG
WT	Canada	YFH	Canada	YQT
WT	Canada	YHP	Canada	YNO
WT	Canada	YHP	Canada	YRL
WT	Canada	YLH	Canada	YFH
WT	Canada	YLH	Canada	YWP
WT	Canada	YNO	Canada	YHP
WT	Canada	YNO	Canada	YRL
WT	Canada	YOG	Canada	YFH
WT	Canada	YPL	Canada	YQT
WT	Canada	YPM	Canada	YHP
WT	Canada	YPM	Canada	YNO
WT	Canada	YPM	Canada	YRL
WT	Canada	YPM	Canada	YVZ
WT	Canada	YPM	Canada	YXL
WT	Canada	YQT	Canada	YFH
